p10-1,66.1483050789684,38.95099999999999
p10-2,68.99633848418792,41.10199999999999
p10-3,69.71641381581624,44.785
p10-4,60.2262190853556,44.107
p10-5,58.729286616047226,44.44699999999999
p10-6,76.97400140265624,44.277
p10-7,64.84981447768708,41.52199999999999
p10-8,65.04354788921773,43.68799999999999
p10-9,65.21283579058945,42.43599999999999
p10-10,67.07697610060374,43.41999999999999
p15-1,51.73453463551899,20.170999999999992
p15-2,54.711685593550406,13.041999999999987
p15-3,57.56492121145129,13.414999999999992
p15-4,51.85339731785158,13.97999999999999
p15-5,53.485645446926355,15.492999999999995
p15-6,54.29347286311289,15.586999999999989
p15-7,57.44300177320838,13.870999999999995
p15-8,53.825423354282975,13.899999999999991
p15-9,53.431829903274775,17.323999999999998
p15-10,52.361277009670935,17.185999999999993
p20-1,40.321358712390065,11.11999999999999
p20-2,40.20105736951033,13.780999999999992
p20-3,40.288758386547364,12.817999999999998
p20-4,41.3525775851061,11.572999999999993
p20-5,42.89858415722847,5.838999999999999
p20-6,39.06597173772752,12.036000000000001
p20-7,42.41814867903789,5.824999999999989
p20-8,39.476171135902405,8.634
p20-9,43.88809630957743,8.544999999999987
p20-10,43.28322449388603,11.311999999999998
p30-1,41.219844366423786,0.61099999999999
p30-2,42.09264670498669,0.7379999999999995
p30-3,43.261293321847916,0.09300000000000352
p30-4,43.572879784430064,3.8980000000000103
p30-5,41.31963406689465,0.24799999999999045
p30-6,44.32136146351695,4.916000000000011
p30-7,41.77743848413229,3.1809999999999974
p30-8,40.001571256046496,0.5360000000000014
p30-9,39.49807266083857,3.5859999999999985
p30-10,42.68174098494152,3.125
noPCA-1,60.714608523994684,2.4080000000000013
noPCA-2,55.552692307780184,3.756999999999991
noPCA-3,63.447070463250085,6.453000000000003
noPCA-4,61.412705186133586,0.8199999999999932
noPCA-5,59.930301271378994,6.090000000000003
noPCA-6,59.20638764897982,5.893000000000001
noPCA-7,66.8627357420822,1.565000000000012
noPCA-8,69.25564096309245,2.274000000000001
noPCA-9,66.0770187775294,2.736000000000004
noPCA-10,59.90324169397354,0.9340000000000117
