d2n50-1,78.07821120756368,36.691
d2n50-2,69.07537199246387,40.471000000000004
d2n50-3,73.39101882341008,42.831999999999994
d2n50-4,70.12893919212122,42.589
d2n50-5,77.50314039488633,29.751000000000005
d2n50-6,66.74762931652367,34.11100000000002
d2n50-7,65.54521278788646,38.53399999999999
d2n50-8,67.82282035176952,33.92500000000001
d2n50-9,64.88944753073156,41.111999999999995
d2n50-10,62.61981061349313,29.631
d2n100-1,69.77295860027273,23.998999999999995
d2n100-2,71.38298288919032,28.474000000000018
d2n100-3,67.0261465323468,28.001000000000005
d2n100-4,58.139863812054195,24.516999999999996
d2n100-5,63.10188552985589,28.65700000000001
d2n100-6,72.58383611527582,32.24600000000001
d2n100-7,59.19894056084255,27.336000000000013
d2n100-8,60.71015206786493,21.849000000000018
d2n100-9,67.91605978893737,26.976
d2n100-10,57.18022181342045,26.209000000000003
d2n200-1,59.076776184762515,8.794000000000011
d2n200-2,58.34616689632336,13.669000000000011
d2n200-3,53.94420928011338,24.66900000000001
d2n200-4,61.790523352101445,16.429000000000002
d2n200-5,55.49716992148509,16.51400000000001
d2n200-6,52.393784979358315,14.072000000000003
d2n200-7,59.79249610876044,13.155000000000001
d2n200-8,63.673490968843296,20.336000000000013
d2n200-9,67.69341214870413,12.194000000000003
d2n200-10,56.82010079423586,14.347000000000008
d2n300-1,49.84081924582521,11.232
d2n300-2,65.98921151210864,12.102000000000004
d2n300-3,58.2716396311298,8.844000000000008
d2n300-4,52.04391106963158,8.719999999999999
d2n300-5,57.066809851676226,11.613
d2n300-6,54.65036463768532,11.935000000000002
d2n300-7,62.44684515210489,19.897999999999996
d2n300-8,59.44667702230314,3.4780000000000086
d2n300-9,55.2130340753744,11.949000000000012
d2n300-10,54.90675265900791,8.64
d2n500-1,50.27998013732334,10.169000000000011
d2n500-2,59.22769933628539,-0.5779999999999887
d2n500-3,61.06738086479405,20.217000000000013
d2n500-4,48.6513280775398,5.897000000000006
d2n500-5,61.00894953124225,12.580000000000013
